date,Twitter Sentiment score
25/04/18,0
24/04/18,0
23/04/18,0.4
22/04/18,0.3
21/04/18,0
20/04/18,0
19/04/18,0.25
18/04/18,0
17/04/18,0
13/04/18,0
12/04/18,0.25
11/04/18,0.25
10/04/18,0.25
09/04/18,0
08/04/18,0.108333333
07/04/18,0.136363636
06/04/18,0
05/04/18,-0.031818182
04/04/18,0
03/04/18,0.0625
02/04/18,0
01/04/18,0.268181818
31/03/18,0.203333333
30/03/18,0.033333333
29/03/18,0
28/03/18,0
27/03/18,0.4
26/03/18,-0.013392857
25/03/18,-0.031818182
24/03/18,0
23/03/18,0
22/03/18,-0.5
21/03/18,0.12
20/03/18,0.16
19/03/18,0.2
18/03/18,-0.0625
17/03/18,0.136363636
16/03/18,0.2
15/03/18,0.025
14/03/18,0
13/03/18,0
12/03/18,0.5
11/03/18,0.0625
10/03/18,0
09/03/18,0.75
08/03/18,-0.033333333
07/03/18,0
06/03/18,0
05/03/18,0.671666667
04/03/18,0
03/03/18,0
02/03/18,0
01/03/18,0
28/02/18,0
27/02/18,0.0625
26/02/18,0.6
25/02/18,0.0625
24/02/18,0
23/02/18,0.136363636
22/02/18,0.243181818
21/02/18,0.053571429
20/02/18,0.096428571
19/02/18,0.136363636
18/02/18,0
17/02/18,-0.071428571
16/02/18,0
15/02/18,0
14/02/18,0
13/02/18,0.1
12/02/18,0.05
11/02/18,0
10/02/18,0
09/02/18,0.468181818
08/02/18,0.433333333
07/02/18,-0.0625
06/02/18,0.068181818
05/02/18,0
04/02/18,0.433333333
03/02/18,0
02/02/18,0
01/02/18,0.5
