t,addresses/count,addresses/sending_count,addresses/receiving_count,addresses/active_count,addresses/new_non_zero_count,transactions/count,transactions/rate,transactions/transfers_volume_sum,transactions/transfers_volume_mean,transactions/transfers_volume_median,fees/volume_sum,fees/volume_mean,fees/volume_median,blockchain/utxo_created_count,blockchain/utxo_spent_count,blockchain/utxo_created_value_sum,blockchain/utxo_spent_value_sum,blockchain/utxo_created_value_mean,blockchain/utxo_spent_value_mean,blockchain/utxo_created_value_median,blockchain/utxo_spent_value_median
2011-11-15,2516931.0,8626.0,11102.0,13899.0,7225.0,5941.0,0.068761574074074,352174.04903899,59.2785808852027,20.98,2.88289742,0.00048525457330400004,0.0,14473.0,11859.0,360426.93193641,352176.93193641,24.9034016400477,29.6970176183835,1.02543,2.05323586
2011-11-16,2524154.0,8227.0,10574.0,12950.0,7223.0,5913.0,0.0684375,2025572.0248085,342.562493625654,20.62476996,3.7697582499999998,0.000637537332995,0.0,13193.0,11643.0,2032325.79456675,2025575.79456675,154.045766282631,173.97370046953,1.21,2.0
2011-11-17,2530111.0,7467.0,9450.0,12018.0,5957.0,4820.0,0.055787037037037,3273900.51832929,679.232472682426,27.97683893,2.84779587,0.000590829018672,0.0,11281.0,10036.0,3280853.36612516,3273903.36612516,290.830012066764,326.215959159541,1.38085214,3.11435847
2011-11-18,2536621.0,7570.0,9905.0,12204.0,6510.0,5036.0,0.058287037037037005,5066728.31271441,1006.10173008627,20.01043769,3.35692678,0.000666585937251,0.0,12031.0,9627.0,5073381.66964119,5066731.66964119,421.692433683084,526.304318026508,1.06281236,2.39
2011-11-19,2541032.0,5303.0,7918.0,9917.0,4411.0,4601.0,0.053252314814814,4120553.33743,895.577773838296,21.23935137,3.1302203,0.0006803347750480001,0.0,11209.0,8978.0,4126706.4676503,4120556.4676503,368.160091680818,458.961513438437,1.07,2.746
2011-11-20,2545846.0,6418.0,8216.0,11162.0,4814.0,4982.0,0.057662037037037005,1533280.76715661,307.764104206466,20.05780752,3.9353639,0.000789916479325,0.0,11830.0,10828.0,1540434.70252051,1533284.70252051,130.21426056809,141.6036851238,1.07718653,1.02689453
2011-11-21,2550507.0,5293.0,7828.0,9946.0,4661.0,4652.0,0.053842592592592005,1689920.43960204,363.267506363294,21.742,2.77203285,0.000595879804385,0.0,11060.0,8602.0,1695823.21163489,1689923.21163489,153.329404306952,196.457011350255,1.0885,2.37172115
2011-11-22,2555839.0,6280.0,8702.0,11185.0,5332.0,5351.0,0.061932870370370006,3587800.55082685,670.491599855512,20.32001161,2.95829998,0.000552849930854,0.0,12674.0,10524.0,3594803.50912683,3587803.50912683,283.636066681934,340.91633496074,1.07854505,2.4499214
2011-11-23,2561075.0,6361.0,8545.0,11256.0,5236.0,5464.0,0.06324074074074,1563133.36281745,286.078580310661,16.58,3.51238566,0.0006428231442160001,0.0,12004.0,10111.0,1569836.87520311,1563136.87520311,130.776147551075,154.597653565731,1.28,3.08025018
2011-11-24,2565878.0,6007.0,8011.0,10697.0,4803.0,4905.0,0.05677083333333301,1511420.78786149,308.138794671047,17.58243597,3.99912116,0.000815315221202,0.0,11494.0,10319.0,1517074.78698265,1511424.78698265,131.988410212515,146.470083049002,1.06,2.0
2011-11-25,2571228.0,6084.0,9193.0,11529.0,5350.0,5351.0,0.061932870370370006,1081770.52685262,202.162311129251,19.3402556,4.2864208,0.0008010504204820001,0.0,12567.0,10067.0,1088524.81327342,1081774.81327342,86.617714114221,107.45751597034,1.05,2.86436192
2011-11-26,2575837.0,5388.0,7755.0,10057.0,4609.0,4632.0,0.053611111111111005,1597283.27346137,344.83663071273,21.91411791,2.83428324,0.000611891891191,0.0,10845.0,9323.0,1603286.10774461,1597286.10774461,147.836432249387,171.327481255456,1.097,2.05
2011-11-27,2580851.0,5463.0,8325.0,10582.0,5014.0,4947.0,0.057256944444444006,1794905.68332295,362.827103966636,18.0511,2.55055237,0.000515575575096,0.0,11491.0,9072.0,1800608.23387532,1794908.23387532,156.697261672206,197.851436714651,1.00700454,1.904122
2011-11-28,2587177.0,6987.0,9735.0,12432.0,6326.0,5803.0,0.067164351851851,4007478.04410819,690.587290041046,16.1213881,3.04346641,0.000524464313286,0.0,13219.0,11481.0,4013831.0875746,4007481.0875746,303.641053602738,349.053313088981,1.02,1.8795000000000002
2011-11-29,2594829.0,8525.0,10965.0,14242.0,7652.0,6276.0,0.072638888888888,3939595.53206873,627.723953484501,12.63,4.38064219,0.000697999074251,0.0,14190.0,13746.0,3946499.91271092,3939599.91271092,278.118387083224,286.599731755487,1.04,1.57414819
2011-11-30,2601995.0,9694.0,10736.0,15160.0,7166.0,6695.0,0.077488425925925,6579294.67158659,982.717650722417,15.95764915,3.6548132,0.000545901896938,0.0,14827.0,15309.0,6587398.32639979,6579298.32639979,444.28396347203,429.766694519546,1.32,1.06
2011-12-01,2609084.0,7515.0,10785.0,13785.0,7089.0,6170.0,0.07141203703703701,2115230.9702429,342.825116733047,15.85631833,4.48500523,0.0007269052236620001,0.0,15186.0,13294.0,2124335.45524813,2115235.45524813,139.887755514824,159.112039660609,1.0,1.4972980200000001
2011-12-02,2615796.0,7282.0,10339.0,13127.0,6712.0,6172.0,0.071435185185185,5484425.8701192,888.597840265587,16.93572347,4.59537048,0.0007445512767330001,0.0,14339.0,12050.0,5491730.46548968,5484430.46548968,382.992570297068,455.139457716986,1.05687864,2.04
2011-12-03,2621312.0,7044.0,9146.0,12591.0,5516.0,5479.0,0.063414351851851,3494635.77164682,637.823648776567,17.03814332,4.65336537,0.000849309248037,0.0,12994.0,11120.0,3502240.42501219,3494640.42501219,269.527506927211,314.26622527088,1.047437,1.3992
2011-12-04,2626865.0,5953.0,9081.0,11699.0,5553.0,5249.0,0.060752314814814,2943278.95060265,560.73136799441,14.516295509999999,2.84299205,0.000541625461992,0.0,12524.0,10187.0,2950081.7935947,2943281.7935947,235.554279271374,288.925276685453,1.02,2.12654322
2011-12-05,2633212.0,6808.0,10064.0,12805.0,6347.0,6079.0,0.070358796296296,2960310.9248032,486.973338510149,11.86676906,3.00216604,0.0004938585359430001,0.0,14548.0,11490.0,2968213.92696924,2960313.92696924,204.029002403715,257.64263942291,1.0,1.6800000000000002
2011-12-06,2641219.0,8785.0,12024.0,15021.0,8007.0,7807.0,0.090358796296296,6895302.25108978,883.220475354144,7.57276217,4.24956871,0.0005443280017930001,0.0,17825.0,15062.0,6903856.50065849,6895306.50065849,387.313127666676,457.794881201601,0.70413623,1.01
2011-12-07,2647437.0,6957.0,9784.0,12748.0,6218.0,5997.0,0.06940972222222201,5603342.5559616,934.357604795996,16.45100634,3.86961131,0.000645257847256,0.0,13360.0,12134.0,5610246.42557291,5603346.42557291,419.928624668633,461.788892827832,1.19,1.67712
2011-12-08,2652685.0,8401.0,9356.0,13898.0,5248.0,5656.0,0.065462962962962,4584545.23046798,810.563159559401,17.93831827,2.73893984,0.00048425386138600004,0.0,13595.0,12614.0,4592747.96940782,4584547.96940782,337.826257404032,363.449181021706,1.1400000000000001,1.0437394
2011-12-09,2658023.0,6128.0,9046.0,11494.0,5338.0,5441.0,0.06297453703703701,2007321.78188353,368.925157486407,20.15438634,3.0104452,0.0005532889542360001,0.0,12737.0,10493.0,2014674.79232873,2007324.79232873,158.174985658219,191.301323961567,1.45486804,2.51704154
2011-12-10,2663462.0,6437.0,9147.0,11681.0,5439.0,5534.0,0.06405092592592501,1121965.04283811,202.740340230957,24.96334007,2.88798269,0.000521861707625,0.0,13393.0,10443.0,1129167.9308208,1121967.9308208,84.3103061913538,107.437319814306,1.23014,2.5395
2011-12-11,2668438.0,6702.0,8507.0,11898.0,4976.0,5109.0,0.059131944444444,861686.46929454,168.660495066458,20.0,220.2034227,0.04310108097475,0.0,12259.0,12356.0,869506.67271724,861906.67271724,70.928026161778,69.756124370123,1.2,1.0336585600000001
2011-12-12,2673089.0,5892.0,8229.0,11074.0,4651.0,4735.0,0.05480324074074001,734987.76927689,155.224449688889,20.0,177.32322513,0.037449466764519004,0.0,11655.0,11004.0,741515.09250202,735165.09250202,63.6220585587321,66.808896083426,1.09326147,1.134838
2011-12-13,2678913.0,5833.0,9299.0,11720.0,5824.0,5274.0,0.061041666666666,347834.00174115,65.9525979789818,17.66630231,4.05414175,0.0007687034034880001,0.0,13196.0,10993.0,354438.0558829,347838.0558829,26.8595071144968,31.6417771202491,1.01361352,1.2905
2011-12-14,2684068.0,6183.0,9159.0,11711.0,5155.0,5539.0,0.06410879629629601,427515.26714815,77.1827526896822,21.16823499,3.86264306,0.000697353865318,0.0,13264.0,10604.0,435169.12979121,427519.12979121,32.8082878310621,40.3167794974737,1.08558156,2.07
2011-12-15,2688431.0,5303.0,7618.0,9857.0,4363.0,4738.0,0.054837962962962006,448053.88739285,94.5660378625683,20.01,7.82976711,0.001652546878429,0.0,10781.0,8544.0,453661.71715996,448061.71715996,42.0797437306335,52.4416803792091,1.6,3.93
2011-12-16,2693247.0,5788.0,7923.0,10368.0,4816.0,5046.0,0.058402777777777005,478242.42232347,94.7765402939895,20.42985496,2.7017640099999998,0.0005354268747520001,0.0,11152.0,10735.0,484145.12408748,478245.12408748,43.4133002230526,44.550081424078,2.02343216,1.9701206500000001
2011-12-17,2697780.0,5406.0,7826.0,9989.0,4533.0,4843.0,0.05605324074074,356936.26668946,73.7014798037291,17.7515,3.61587343,0.0007466185071230001,0.0,11160.0,9787.0,364439.88256289,356939.88256289,32.6559034554562,36.4708166509541,1.25,1.871
2011-12-18,2702021.0,4791.0,7775.0,9675.0,4241.0,4488.0,0.051944444444444,325651.25060754,72.5604390836765,15.75363677,3.10125952,0.0006910114795000001,0.0,11067.0,8490.0,332854.35186706,325654.35186706,30.0762945574284,38.357403046768,1.03220356,1.57055525
2011-12-19,2707760.0,6939.0,9645.0,12496.0,5739.0,5685.0,0.065798611111111,477411.18094041,83.9773405348124,18.85824201,4.15730356,0.0007312759120490001,0.0,13691.0,12490.0,485365.33824397,477415.33824397,35.4514161305944,38.2238061044012,1.16777386,1.72
2011-12-20,2713923.0,7911.0,10061.0,13468.0,6163.0,6161.0,0.07130787037037001,525558.17972805,85.3040382613293,20.01113845,5.90673522,0.0009587299496830001,0.0,13949.0,15746.0,532264.08646327,525564.08646327,38.1578669770786,33.377625204069,1.58756452,1.10312051
2011-12-21,2719030.0,6316.0,8816.0,11594.0,5107.0,5428.0,0.062824074074074,572294.74868019,105.433815158473,17.04815503,4.26075206,0.0007849580066320001,0.0,12723.0,10883.0,579749.00943225,572299.00943225,45.567005378625296,52.5865119390105,1.38308948,2.01197834
2011-12-22,2724415.0,6297.0,9314.0,11744.0,5385.0,5711.0,0.066099537037037,431075.71624406,75.4816522927784,17.03739283,3.45347236,0.000604705368586,0.0,14082.0,11340.0,438479.16971642,431079.16971642,31.1375635361753,38.0140361301956,1.03,1.7686819900000001
2011-12-23,2729874.0,6107.0,9312.0,11925.0,5459.0,5540.0,0.06412037037037001,264615.7434866,47.7645746365706,12.51963511,2.65278626,0.00047884228519800003,0.0,13106.0,10413.0,271718.39627286,264618.39627286,20.7323665704914,25.4123111757285,1.01,1.876
2011-12-24,2734143.0,5013.0,7539.0,9947.0,4269.0,4513.0,0.052233796296296,306938.84785872,68.0121533035054,13.31520278,2.24582386,0.000497634358519,0.0,10768.0,8555.0,314191.09368258,306941.09368258,29.1782219244596,35.8785615058539,1.007,1.6099999999999999
2011-12-25,2739196.0,5762.0,8744.0,11585.0,5053.0,5112.0,0.05916666666666601,297926.36172411,58.2798047191137,14.06050007,2.92534449,0.000572250487089,0.0,12592.0,9828.0,306629.2870686,297929.2870686,24.3511187316234,30.3143352735654,1.00181453,1.4
2011-12-26,2744740.0,5943.0,9078.0,11954.0,5544.0,5464.0,0.06324074074074,695873.10773586,127.355986042434,14.69037584,3.25628134,0.000595951928989,0.0,13325.0,10767.0,704726.3640172,695876.3640172,52.8875320087956,64.630478686468,1.00044628,1.25047858
2011-12-27,2750028.0,5986.0,8621.0,11532.0,5288.0,5066.0,0.058634259259259004,667103.14684628,131.682421406688,14.02836947,2.99677875,0.000591547325305,0.0,11937.0,10512.0,674356.14362503,667106.14362503,56.4929332013931,63.4613911363232,1.01265505,1.08506483
2011-12-28,2754511.0,5584.0,8063.0,10541.0,4483.0,4845.0,0.056076388888888,275643.67705459,56.8923998048688,17.97541021,3.14922344,0.0006499945180590001,0.0,11712.0,9964.0,283396.82627803,275646.82627803,24.1971333912253,27.6642740142542,1.16,1.9500000000000002
2011-12-29,2759551.0,5940.0,8665.0,11039.0,5040.0,5074.0,0.058726851851851,502124.02221471,98.9601935779877,14.9995,4.15995739,0.0008198575857310001,0.0,12298.0,10333.0,509028.1821721,502128.1821721,41.3911353205481,48.5946174559274,1.06975844,2.0295
2011-12-30,2763974.0,5385.0,7916.0,10248.0,4423.0,4909.0,0.056817129629629,278255.70771962,56.682767920069,16.01,3.33845198,0.0006800676268070001,0.0,11628.0,9421.0,285359.0461716,278259.0461716,24.5406816453044,29.536041415094,1.16819537,1.82
2011-12-31,2768496.0,5925.0,7827.0,10565.0,4522.0,4986.0,0.05770833333333301,262981.66088964,52.7440154211072,15.28603384,3.94540785,0.000791297202166,0.0,11335.0,11281.0,270535.60629749,262985.60629749,23.8672788969996,23.3122601096968,1.3315000000000001,1.11300184
2012-01-01,2773046.0,5992.0,8272.0,11236.0,4550.0,4848.0,0.05611111111111101,339850.19179464,70.1011121688612,15.49341486,3.55428136,0.000733143844884,0.0,12135.0,12053.0,347503.746076,339853.746076,28.636485049526,28.1966104767277,1.0162765,1.09392196
2012-01-02,2778133.0,6362.0,8691.0,11711.0,5087.0,5259.0,0.060868055555555,255074.87950007,48.502544114864,12.36,5.55312158,0.0010559272827530002,0.0,12339.0,13486.0,262630.43262165,255080.43262165,21.2845800001337,18.9144618583458,1.01548786,1.01203203
2012-01-03,2783446.0,7335.0,9234.0,12892.0,5313.0,5614.0,0.06497685185185101,262787.61980804,46.8093373366656,13.611,5.35215755,0.0009533590220870001,0.0,13538.0,13290.0,270742.97196559,262792.97196559,19.998742204579,19.7737375444387,1.02974883,1.01374677
2012-01-04,2788769.0,6699.0,9351.0,12313.0,5323.0,5582.0,0.064606481481481,393129.82999734,70.4281314936118,15.18675532,14.19587733,0.0025431525134360002,0.0,12869.0,13351.0,400594.02587467,393144.02587467,31.1286056317252,29.4467849505408,1.27914491,1.06664182
2012-01-05,2795727.0,8590.0,11273.0,15079.0,6958.0,6847.0,0.079247685185185,683151.46477824,99.7738374146686,14.32602191,5.69832762,0.000832237128669,0.0,15809.0,16918.0,690507.16310586,683157.16310586,43.6781050734306,40.3804919674818,1.04923962,1.03
2012-01-06,2802189.0,8350.0,10740.0,14660.0,6462.0,6473.0,0.074918981481481,604357.06286255,93.3658369940601,17.2,6.48923847,0.0010025086466860002,0.0,15147.0,17402.0,612913.55210102,604363.55210102,40.4643528158065,34.7295455752799,1.3465,1.12783732
2012-01-07,2807785.0,7207.0,9478.0,13075.0,5596.0,5721.0,0.066215277777777,310095.38471111,54.2030037949853,15.4035,4.47999358,0.0007830787589580001,0.0,13445.0,14062.0,319299.86470469,310099.86470469,23.748595366656,22.0523300174009,1.05048252,1.00259825
2012-01-08,2813927.0,8001.0,10408.0,14463.0,6142.0,6241.0,0.072233796296296,350088.03133142,56.094861613751,14.23992166,3.72339797,0.000596602783207,0.0,16069.0,14984.0,358241.75472939,350091.75472939,22.293966938166,23.3643723124259,0.8892200000000001,1.11
2012-01-09,2819771.0,8379.0,9976.0,14603.0,5844.0,5948.0,0.06884259259259201,440827.214917,74.1135196565232,14.070233290000001,6.36959413,0.001070879981506,0.0,14303.0,15402.0,449033.58451113,440833.58451113,31.3943637356589,28.621840313669,1.00719611,1.20756299
2012-01-10,2826679.0,9015.0,11142.0,15899.0,6908.0,6536.0,0.075648148148148,386121.5948416,59.0761314017136,11.04936778,4.89613037,0.000749101953794,0.0,15722.0,19789.0,393176.49097197,386126.49097197,25.0080454758918,19.5121780267811,1.0,0.5366000000000001
2012-01-11,2833528.0,9892.0,11487.0,16746.0,6849.0,6986.0,0.080856481481481,384750.46976449,55.0745018271529,10.9187303,5.70224742,0.0008162392527910001,0.0,16628.0,19738.0,392406.17201191,384756.17201191,23.5991202797636,19.4931691160153,1.0,0.28
2012-01-12,2839658.0,7520.0,10503.0,13727.0,6130.0,6541.0,0.075706018518518,355868.94026889,54.405892106542,10.40384506,41.21799271,0.006301481839168,0.0,15206.0,14058.0,363660.1582616,355910.1582616,23.9155700553466,25.3172683355813,1.0,1.06
2012-01-13,2846177.0,7966.0,10841.0,14203.0,6519.0,6707.0,0.07762731481481401,403298.46714407,60.130977656787,11.0001,9.78890443,0.0014595056552850001,0.0,15820.0,13456.0,410308.2560485,403308.2560485,25.9360465264539,29.9723733686459,1.00316649,1.6099999999999999
2012-01-14,2852675.0,7706.0,11330.0,14435.0,6498.0,6657.0,0.07704861111111101,337917.99266986,50.7613027895239,10.8576608,12.78590354,0.0019206705032290001,0.0,16119.0,13114.0,345430.7785734,337930.7785734,21.4300377550343,25.7687035666769,0.9953039100000001,1.28685681
2012-01-15,2858823.0,7595.0,10051.0,13447.0,6148.0,6173.0,0.071446759259259,268788.14168628,43.5425468469593,9.47631897,13.42837115,0.002175339567471,0.0,14126.0,12997.0,275751.57005743,268801.57005743,19.5208530410187,20.681816577474102,1.0,1.0
2012-01-16,2865117.0,7792.0,11191.0,14565.0,6294.0,6799.0,0.078692129629629,427906.37162007,62.9366629828021,10.0414867,39.00729892,0.005737211195764,0.0,17118.0,15393.0,436695.37891899,427945.37891899,25.5108878910499,27.8012979223666,0.8916997400000001,1.00627091
2012-01-17,2871555.0,7585.0,10780.0,13984.0,6438.0,6595.0,0.076331018518518,434343.76596318,65.8595551119304,12.5995,7.65115618,0.001160144985595,0.0,15674.0,13619.0,442201.41711936,434351.41711936,28.2124165573153,31.8930477362036,1.01,1.2038
2012-01-18,2878043.0,7883.0,10962.0,14506.0,6488.0,6519.0,0.075451388888888,371238.93400907,56.9472210475641,16.23931,10.84433779,0.001663497129927,0.0,15501.0,14250.0,377649.76134686,371249.77834686,24.3629289301889,26.052616024341,1.02313559,1.35566847
2012-01-19,2884636.0,7952.0,11225.0,14812.0,6593.0,6752.0,0.07814814814814801,395731.06071731,58.6094580446254,14.80205207,27.51359672,0.004074881030805001,0.0,16244.0,14131.0,403258.4784187,395758.57431403,24.8250725448596,28.0064096181467,1.0,1.52432043
2012-01-20,2890991.0,7534.0,10686.0,13929.0,6355.0,6635.0,0.076793981481481,357226.72043564,53.8397468629449,13.632416150000001,24.76691769,0.0037327683029380002,0.0,15611.0,13403.0,364501.09723348,357251.48735333,23.348990918806,26.6545913118952,1.00593332,1.16498251
2012-01-21,2896620.0,7101.0,10167.0,13321.0,5629.0,6202.0,0.071782407407407,299125.92669918,48.2305589647178,15.0,4.77026648,0.0007691497065460001,0.0,14632.0,13455.0,307330.25742482,299130.69696566,21.0039815079838,22.2319358577227,1.04179358,1.08
2012-01-22,2901161.0,5542.0,8660.0,11148.0,4541.0,5189.0,0.060057870370370005,269937.6074814,52.0211230451724,15.9755,3.03810531,0.000585489556754,0.0,12817.0,9742.0,276740.4401838,269940.64558671,21.5916704520403,27.7089556134993,1.0,2.0
2012-01-23,2906543.0,6367.0,10154.0,12942.0,5382.0,5930.0,0.068634259259259,280562.36564898,47.3123719475512,14.63083877,4.95998425,0.0008364223018540001,0.0,15019.0,11089.0,289067.15722846,280567.32563323,19.246764580096,25.3014091111218,1.0,1.266486
2012-01-24,2913390.0,8221.0,11384.0,14677.0,6847.0,7129.0,0.082511574074074,377706.99823065,52.9817643751788,12.37312415,9.74988917,0.001367637700939,0.0,16559.0,14987.0,384665.63773518,377716.74811982,23.2300040905356,25.2029591058798,1.0,1.06
2012-01-25,2921070.0,9276.0,12576.0,16255.0,7680.0,7813.0,0.09042824074074,415388.59386537,53.1663373691758,11.85238687,7.67575923,0.000982434305644,0.0,18292.0,16598.0,422796.05051998,415396.2696246,23.113713673736,25.026886951717,1.0,1.02
2012-01-26,2927146.0,7666.0,10731.0,14203.0,6076.0,6460.0,0.07476851851851801,414469.07412439,64.1592994000602,13.4715,8.95157979,0.001385693465944,0.0,15313.0,13584.0,421377.33216918,414478.02570418,27.5176211172974,30.5122221513678,1.00256773,1.22315458
2012-01-27,2933260.0,7581.0,10539.0,14243.0,6114.0,6196.0,0.071712962962962,353780.71564243,57.098243325118,13.27945962,22.99546222,0.003711339932214,0.0,14760.0,13503.0,360852.30272307,353803.71110465,24.4479879893679,26.2018596685664,1.00499385,1.04
2012-01-28,2938636.0,6464.0,9879.0,12770.0,5376.0,5765.0,0.066724537037037,247456.47900729,42.9239339127995,12.89582751,9.0851158,0.0015759090719860002,0.0,14708.0,12206.0,254713.26477645,247465.56412309,17.3180082116161,20.274091768236,1.0,1.62446676
2012-01-29,2944384.0,8033.0,10277.0,14033.0,5748.0,6259.0,0.07244212962962901,342623.53246226,54.7409382428919,11.1135,220.50932057,0.035230758998242004,0.0,15363.0,13306.0,351192.84994048,342844.04178283,22.8596530586785,25.7661236872712,1.0,1.03
2012-01-30,2950086.0,6783.0,10410.0,13338.0,5702.0,5981.0,0.069224537037037,324966.89887951,54.3332049622988,18.14090685,29.11896874,0.004868578622303,0.0,14990.0,11801.0,333595.67823981,324996.01784825,22.2545482481528,27.5397015378569,1.0,1.783
2012-01-31,2956865.0,8234.0,11344.0,15130.0,6779.0,6775.0,0.078414351851851,337730.5895612,49.8495335145682,16.10733722,7.18514321,0.001060537743173,0.0,16176.0,14715.0,345237.70770441,337737.77470441,21.3425882606584,22.9519384780436,1.00511079,1.18335462
2012-02-01,2963006.0,7648.0,11025.0,14596.0,6141.0,6361.0,0.073622685185185,428353.1021487,67.3405285566262,14.402,4.75073058,0.000746852787297,0.0,15972.0,12876.0,435407.6147684,428357.85287928,27.2606821167291,33.2679289281825,1.0,1.4100000000000001
2012-02-02,2969842.0,8534.0,12065.0,15803.0,6836.0,7005.0,0.081076388888888,368907.7479033,52.663490064711,11.78748927,11.58782875,0.001654222519628,0.0,17550.0,15344.0,376869.17256432,368919.33573205,21.4740269267418,24.0432309522974,1.0,1.04
2012-02-03,2976794.0,8877.0,12090.0,16263.0,6952.0,6892.0,0.079768518518518,377942.67556368,54.8378809581662,16.5377,6.90589652,0.001002016326175,0.0,17461.0,14427.0,385849.42296659,377949.5814602,22.0977849474023,26.1973786275871,1.0,1.3
2012-02-04,2984085.0,9298.0,11916.0,16089.0,7291.0,7080.0,0.081944444444444,358212.68880569,50.5950125431767,13.00601947,8.685395830000001,0.0012267508234460002,0.0,16531.0,14772.0,366071.34804009,358221.37420152,22.1445374169795,24.2500253318116,1.0,1.26929195
2012-02-05,2990582.0,8217.0,10987.0,14452.0,6497.0,6632.0,0.076759259259259,338998.83365475,51.1156263049986,12.4298758,4.26033091,0.0006423900648370001,0.0,16050.0,13299.0,346103.09398566,339003.09398566,21.5640557000411,25.4908710418573,1.0,1.28
2012-02-06,2996496.0,7513.0,10266.0,13608.0,5914.0,5990.0,0.069328703703703,317535.47719824,53.0109310848482,13.0,4.29055832,0.000716286864774,0.0,14087.0,12105.0,324839.76775656,317539.76775656,23.0595419717867,26.2321162954614,1.04831759,1.87
2012-02-07,3003256.0,8357.0,11171.0,14491.0,6760.0,6875.0,0.07957175925925901,314346.03231177,45.7230592453483,11.8165,6.64074854,0.0009659270603630001,0.0,15930.0,13360.0,321202.67056031,314352.67306031,20.1633817049787,23.5293916961309,1.00888316,1.65399009
2012-02-08,3009815.0,7897.0,11343.0,14373.0,6559.0,6879.0,0.07961805555555501,302394.11036891,43.9590217137535,12.7,5.11443415,0.000743485121383,0.0,17238.0,13286.0,309649.22480306,302399.22480306,17.9631758210384,22.7607424960906,0.9500000000000001,1.6038000000000001
2012-02-09,3016790.0,8240.0,11655.0,14794.0,6975.0,7343.0,0.08498842592592501,269325.59874688,36.6778699096937,9.99,7.4184694,0.0010102777338960001,0.0,17577.0,14871.0,276583.01721628,269333.01721628,15.7355076074575,18.1112915887486,0.8200000000000001,1.0
2012-02-10,3024438.0,9599.0,12390.0,16196.0,7648.0,8318.0,0.09627314814814801,316382.68553219,38.0359083351995,6.98,4.17461763,0.000501877570329,0.0,18681.0,17036.0,323286.86014982,316386.86014982,17.3056506691194,18.5716635448356,0.577,0.79
2012-02-11,3031496.0,8967.0,11172.0,14800.0,7058.0,7529.0,0.08714120370370301,450597.4382388,59.8482452170011,8.42046076,3.91143183,0.000519515450923,0.0,17373.0,15508.0,458101.21206539,450601.34967063,26.3685726164385,29.0560581422897,0.65477433,1.0
2012-02-12,3037931.0,7936.0,10900.0,13872.0,6435.0,6872.0,0.079537037037037,318333.09228019,46.3232090046841,10.3385,3.86719352,0.000562746437718,0.0,17621.0,13448.0,326236.93097371,318336.95947371,18.5140985740714,23.6716953802581,0.5851274,1.137
2012-02-13,3045496.0,9537.0,12275.0,15826.0,7565.0,7855.0,0.09091435185185101,422052.83737257,53.7304694299899,10.289,5.25311801,0.000668761045194,0.0,19323.0,15939.0,428908.09049058,422058.09049058,22.1967650204719,26.4795840699278,0.7000000000000001,1.05642525
2012-02-14,3054690.0,11261.0,13924.0,18018.0,9194.0,9351.0,0.108229166666666,1345960.40522676,143.937590121566,8.74603417,15.47396451,0.0016547924831560002,1e-07,21928.0,19893.0,1352875.86519127,1345975.87919127,61.6962725826008,67.6607791278972,0.51,0.77440419
2012-02-15,3063639.0,10255.0,13916.0,17470.0,8949.0,9203.0,0.106516203703703,1338077.99377436,145.395848503136,5.50976544,6.10036407,0.0006628668988370001,0.0005,21520.0,17942.0,1344784.08633407,1338084.09413843,62.4899668370852,74.578313127769,0.35436569,0.48
2012-02-16,3072879.0,10622.0,14197.0,18226.0,9240.0,9399.0,0.108784722222222,1599328.15213773,170.159394843891,5.1885,10.06136133,0.0010704714682410001,0.0005,21873.0,20420.0,1606238.08116305,1599338.21349906,73.4347406008797,78.322145616996,0.49493000000000004,0.39777561
2012-02-17,3079486.0,7726.0,10618.0,13874.0,6607.0,6626.0,0.076689814814814,972440.84514753,146.76137113606,17.35648307,3.61639153,0.000545788036522,0.0,15005.0,12802.0,980044.44303906,972444.46153906,65.3145246943726,75.9603547523093,1.07,1.8514
2012-02-18,3085858.0,7297.0,11012.0,14111.0,6372.0,6345.0,0.0734375,696971.40530587,109.845769157741,15.58,3.34530801,0.000527235304964,0.0,16460.0,12175.0,705524.75061388,696974.75061388,42.8629860640268,57.2463860873822,1.0,1.77
2012-02-19,3091849.0,6331.0,10088.0,12827.0,5991.0,5800.0,0.06712962962962901,388179.05079648,66.9274225511174,12.39767047,2.65186887,0.00045721877068900004,0.0,15405.0,11377.0,396081.70266535,388181.70266535,25.7112432759071,34.1198648734595,0.72,1.51997884
2012-02-20,3098248.0,7217.0,10731.0,13906.0,6399.0,6199.0,0.07174768518518501,429465.92297671,69.2798714271187,11.48001011,4.11776338,0.000664262522987,0.0,15254.0,11781.0,436470.04074009,429470.04074009,28.6134811026674,36.4544640302258,0.9996300000000001,1.4222000000000001
2012-02-21,3104632.0,7674.0,10873.0,14399.0,6384.0,6291.0,0.0728125,387725.56342324,61.6317856339595,14.89916532,3.42801758,0.00054490821491,0.0,15026.0,13408.0,394178.99144082,387728.99144082,26.2331286730214,28.9177350418273,1.02,1.12951332
2012-02-22,3111761.0,8557.0,11846.0,15893.0,7129.0,7035.0,0.081423611111111,779452.29953445,110.796346771066,15.9985,3.413929,0.000485277754086,0.0,17360.0,13749.0,787405.71346345,779455.71346345,45.3574719737008,56.6918112927088,1.01213263,2.02968341
