date,Close,BB_high,BB_low,BB_width,SMA_BBW,SMA_Vol,EMA_fast,EMA_slow,MACD,EMA_MACD,HH,LL
2020-04-09 20:00:00+00:00,7254.513671875,7329.607504547275,7251.915151702724,1.0656274337886174,-1.4808328582062629,210925404.16,7280.083461568567,7287.614549885327,7.531088316759451,3.132470602665619,7337.89306640625,7179.09423828125
2020-04-09 21:00:00+00:00,7273.9345703125,7327.833310809062,7250.361708722187,1.0628421691859846,-1.4572214992928079,229082808.32,7279.137478298402,7286.601218065118,7.463739766715662,3.9987244354756277,7327.55078125,7179.09423828125
2020-04-09 22:00:00+00:00,7275.6513671875,7325.640757661107,7249.332240385767,1.0471170997787187,-1.4240094786752104,40091647.999999985,7278.60115351211,7285.790118000109,7.188964487999328,4.636772445980368,7327.55078125,7179.09423828125
2020-04-10 00:00:00+00:00,7299.9501953125,7326.46784152344,7249.4262502734355,1.0571096464451233,-1.3774652107570338,-16242360.320000008,7281.8856214814,7286.839012615842,4.953391134441517,4.700096183672598,7327.55078125,7179.09423828125
2020-04-10 01:00:00+00:00,7283.32763671875,7325.5624223292925,7248.925419467583,1.0516596355712604,-1.3207304148532082,-23885905.92,7282.107469979454,7286.578910697539,4.471440718084523,4.654365090554983,7327.55078125,7179.09423828125
2020-04-10 02:00:00+00:00,7257.3427734375,7324.5772246741735,7245.281369075826,1.0884917665894593,-1.2549854757274144,-7225671.680000007,7278.297516665307,7284.413270900499,6.115754235192071,4.946642919482401,7327.55078125,7179.09423828125
2020-04-10 03:00:00+00:00,7198.55078125,7334.159070499754,7225.808458797121,1.4883358975164698,-1.1622349533215683,12017663.999999985,7266.028788139874,7278.053086481944,12.024298342069415,6.3621740039998045,7327.55078125,7179.09423828125
2020-04-10 04:00:00+00:00,7156.751953125,7346.88045643022,7197.77081310103,2.0503708279558515,-1.0209154384058818,37512724.47999999,7249.216967368355,7269.067817344393,19.850849976038262,9.059909198407496,7327.55078125,7140.283203125
2020-04-10 05:00:00+00:00,6978.859375,7401.379682719124,7109.622856343376,4.021180832824757,-0.7171802978234394,162097725.43999997,7207.623491619377,7247.570895689253,39.94740406987603,15.237408172701203,7327.55078125,6957.333984375
2020-04-10 06:00:00+00:00,6977.38037109375,7426.081042295431,7051.654211610819,5.172450305493563,-0.31651593136679823,237292666.87999997,7172.201473076972,7227.556782756253,55.35530967928025,23.26098847401701,7327.55078125,6957.333984375
2020-04-10 07:00:00+00:00,6941.642578125,7446.201256775908,6995.795520567841,6.237444075803327,0.17255185611137636,378629898.24,7136.730873853592,7206.377952783567,69.64707892997467,32.53820656520854,7327.55078125,6923.22021484375
2020-04-10 08:00:00+00:00,6936.62060546875,7461.042577915588,6948.837939662538,7.109075437901496,0.730188830883781,401532436.48,7105.944678717462,7186.395927056544,80.45124833908176,42.12081491998319,7323.4638671875,6923.22021484375
2020-04-10 09:00:00+00:00,6921.93505859375,7469.409012065756,6905.507443012369,7.845632645109133,1.3413476162385112,455262699.52000004,7077.635506390737,7166.806233096337,89.17072670559992,51.53079727710654,7323.4638671875,6902.09521484375
2020-04-10 10:00:00+00:00,6940.333984375,7463.647477189338,6873.7185872637865,8.229250578851751,1.980068079973344,480823377.9200001,7056.512195311392,7150.030510968831,93.5183156574385,59.928300953172936,7323.4638671875,6902.09521484375
2020-04-10 11:00:00+00:00,6918.732421875,7456.080283080485,6842.424404419516,8.583497254750533,2.645372565969076,480823377.9200001,7035.315307090408,7132.897319184102,97.58201209369417,67.4590431812772,7318.734375,6902.09521484375
2020-04-10 12:00:00+00:00,6926.60546875,7446.390787741915,6816.462288429961,8.83313452011,3.323994809828884,445440901.12,7018.590716576499,7117.616441374169,99.02572479766968,73.7723795045557,7302.5654296875,6902.09521484375
2020-04-10 13:00:00+00:00,6913.47802734375,7436.101528578578,6791.542270249547,9.060660604704212,3.9803619549675586,474534215.68,7002.419533617614,7102.495077371916,100.07554375430118,79.03301235450479,7302.5654296875,6881.15380859375
2020-04-10 14:00:00+00:00,6867.77978515625,7424.02533988147,6763.043849571654,9.318083692736188,4.600284936671446,392695234.56,6981.705726162019,7085.108759430014,103.40303326799494,83.90701653720282,7302.5654296875,6859.6796875
2020-04-10 15:00:00+00:00,6822.4609375,7411.640367560373,6730.886243767752,9.627050986028754,5.045124607542958,276572405.76,6957.206527906324,7065.6533652129765,108.44683730665292,88.81498069109286,7302.5654296875,6802.47509765625
2020-04-10 16:00:00+00:00,6852.81396484375,7388.924866820611,6710.941685913764,9.61687372531007,5.371556730215575,245761802.23999998,6941.146133589004,7049.887483704145,108.74135011514045,92.80025457590239,7302.5654296875,6802.47509765625
2020-04-10 17:00:00+00:00,6875.833984375,7364.425146403781,6697.573437580595,9.48445137212121,5.579917551270315,148890173.44,6931.098110633004,7036.994631901986,105.89652126898272,95.41950791451846,7302.5654296875,6802.47509765625
2020-04-10 18:00:00+00:00,6885.62841796875,7331.096131284902,6692.071837465098,9.113836406207803,5.669954996784974,114074664.96000004,6924.102773300042,7025.782319758784,101.67954645874215,96.6715156233632,7302.5654296875,6802.47509765625
2020-04-10 19:00:00+00:00,6889.48291015625,7291.661882491684,6692.889240555191,8.563344460155061,5.639274006009668,95016468.47999996,6918.7766405086895,7015.686067195634,96.90942668694424,96.71909783607943,7302.5654296875,6802.47509765625
2020-04-10 20:00:00+00:00,6882.82177734375,7238.543639933722,6704.294641316278,7.663418133966162,5.494217809589953,70216581.12,6913.245123098699,7005.844267947346,92.59914484864748,95.89510723859306,7298.33154296875,6802.47509765625
2020-04-10 21:00:00+00:00,6900.73876953125,7179.079284113158,6725.500110418093,6.5241696397297755,5.217073426913378,102127697.92000002,6911.321068703706,6998.05867547208,86.73760676837355,94.06360714454915,7279.63671875,6802.47509765625
2020-04-10 22:00:00+00:00,6864.7470703125,7113.804796916368,6751.515027302382,5.225840791370272,4.803676755891777,108995543.03999996,6904.155838181982,6988.183741756556,84.02790357457343,92.05646643055401,7259.2470703125,6802.47509765625
2020-04-10 23:00:00+00:00,6864.7470703125,7051.918467178574,6780.020985946426,3.9314440632650354,4.257740535376676,53230632.96000004,6898.092950817446,6979.040284612552,80.9473337951058,89.83463990346436,7195.88818359375,6802.47509765625
2020-04-11 00:00:00+00:00,6906.9228515625,6982.718837730431,6824.237705238319,2.295670765659347,3.543285598682935,80397598.71999997,6899.451397085915,6973.69825253477,74.24685544885506,86.7170830125425,7125.10205078125,6802.47509765625
2020-04-11 01:00:00+00:00,6907.2939453125,6971.274371812563,6828.525628187436,2.068852354746108,2.773402062312699,20831518.72000003,6900.657942966927,6968.779414962751,68.12147199582341,82.99796080919869,6998.22998046875,6802.47509765625
2020-04-11 02:00:00+00:00,6840.6865234375,6959.458488382428,6826.672126851947,1.9263760838555484,1.9946466040198927,-11517460.48000002,6891.431570731631,6959.291052627547,67.85948189591636,79.97026502654222,6977.23486328125,6802.47509765625
2020-04-11 03:00:00+00:00,6910.04833984375,6954.603001606125,6828.368189800125,1.831750354157425,1.2231353301663503,-111267348.48000002,6894.295689056573,6955.643444273192,61.34775521661868,76.24576306455751,6953.955078125,6802.47509765625
